Date        West     East     DMI(=West-East)
1912:11:16:0 -0.457398 0.000902839 -0.458301
1912:12:16:0 -0.463257 -0.198397 -0.264859
1913:1:16:0 -0.33055 -0.279396 -0.051154
1913:2:16:0 0.0103851 -0.0402179 0.0506029
1913:3:16:0 -0.410618 -0.436296 0.025678
1913:4:16:0 -0.462331 -0.392453 -0.0698785
1913:5:16:0 -0.32185 -0.352413 0.0305628
1913:6:16:0 -0.231728 -0.544138 0.31241
1913:7:16:0 -0.479249 -0.452364 -0.0268846
1913:8:16:0 -0.598036 -0.417206 -0.18083
1913:9:16:0 -0.356235 -0.277587 -0.0786479
1913:10:16:0 -0.22883 -0.477125 0.248294
1913:11:16:0 -0.145204 -0.171004 0.0257995
1913:12:16:0 -0.117044 -0.0936932 -0.0233511
1914:1:16:0 -0.144816 -0.0440926 -0.100723
1914:2:16:0 0.0522825 0.0425435 0.00973905
1914:3:16:0 -0.15179 0.0326849 -0.184475
1914:4:16:0 -0.138633 -0.100262 -0.0383717
1914:5:16:0 -0.0807686 -0.195668 0.1149
1914:6:16:0 0.433551 -0.32254 0.75609
1914:7:16:0 0.328508 -0.070895 0.399403
1914:8:16:0 0.120187 -0.146116 0.266303
1914:9:16:0 -0.0803607 -0.402951 0.32259
1914:10:16:0 0.103665 -0.217225 0.320891
1914:11:16:0 -0.0555794 0.236153 -0.291732
1914:12:16:0 -0.300226 0.179768 -0.479994
1915:1:16:0 -0.349448 0.0934298 -0.442878
1915:2:16:0 -0.33684 0.168028 -0.504869
1915:3:16:0 -0.146242 0.0864582 -0.2327
1915:4:16:0 0.105489 0.191923 -0.0864334
1915:5:16:0 -0.0364761 0.235913 -0.272389
1915:6:16:0 0.283016 0.264418 0.0185976
1915:7:16:0 -0.0632174 0.322097 -0.385314
1915:8:16:0 -0.0996905 0.0333665 -0.133057
1915:9:16:0 0.143592 0.128896 0.0146969
1915:10:16:0 -0.000338857 -0.0702967 0.0699578
1915:11:16:0 0.00619519 -0.0392845 0.0454797
1915:12:16:0 -0.0245878 -0.231405 0.206817
1916:1:16:0 -0.317103 -0.373363 0.05626
1916:2:16:0 -0.253403 -0.408665 0.155262
1916:3:16:0 -0.159295 -0.390623 0.231328
1916:4:16:0 0.0171688 -0.31626 0.333428
1916:5:16:0 -0.187966 -0.252942 0.0649763
1916:6:16:0 -0.190996 -0.00754924 -0.183446
1916:7:16:0 -0.359448 0.00533148 -0.36478
1916:8:16:0 -0.343538 0.195623 -0.539161
1916:9:16:0 -0.477631 0.382989 -0.86062
1916:10:16:0 -0.534565 0.0360135 -0.570579
1916:11:16:0 -0.764789 -0.329253 -0.435536
1916:12:16:0 -0.454478 -0.405788 -0.0486897
1917:1:16:0 -0.432102 -0.590034 0.157933
1917:2:16:0 -0.394838 -0.527634 0.132796
1917:3:16:0 -0.6198 -0.702832 0.0830325
1917:4:16:0 -0.427127 -0.391701 -0.0354258
1917:5:16:0 -0.554734 -0.37589 -0.178844
1917:6:16:0 -0.339206 -0.215466 -0.12374
1917:7:16:0 -0.233783 0.0369639 -0.270747
1917:8:16:0 -0.0449796 0.0791766 -0.124156
1917:9:16:0 -0.148305 0.321664 -0.469968
1917:10:16:0 -0.542208 0.12866 -0.670869
1917:11:16:0 -0.70785 -0.0959325 -0.611918
1917:12:16:0 -0.793153 -0.359192 -0.433961
1918:1:16:0 -0.593574 -0.791162 0.197588
1918:2:16:0 -0.655871 -0.97755 0.32168
1918:3:16:0 -0.507762 -0.78233 0.274568
1918:4:16:0 -0.599533 -0.510697 -0.0888362
1918:5:16:0 -0.542497 -0.344409 -0.198089
1918:6:16:0 -0.360717 -0.377026 0.0163094
1918:7:16:0 -0.159197 -0.346089 0.186892
1918:8:16:0 -0.232142 -0.456961 0.224819
1918:9:16:0 0.00475154 -0.377905 0.382657
1918:10:16:0 0.22572 -0.305922 0.531643
1918:11:16:0 0.332496 -0.13477 0.467266
1918:12:16:0 0.0611145 -0.223852 0.284967
1919:1:16:0 0.22312 0.0699455 0.153175
1919:2:16:0 0.136786 0.0760634 0.0607224
1919:3:16:0 -0.0661805 0.0429514 -0.109132
1919:4:16:0 -0.0950163 0.119148 -0.214164
1919:5:16:0 0.0394355 0.216801 -0.177366
1919:6:16:0 0.0345551 0.179341 -0.144786
1919:7:16:0 0.00753332 -0.126042 0.133575
1919:8:16:0 -0.0713906 -0.0564293 -0.0149613
1919:9:16:0 0.0793725 -0.0794395 0.158812
1919:10:16:0 -0.189936 -0.226614 0.0366774
1919:11:16:0 -0.492011 -0.500131 0.00812051
1919:12:16:0 -0.4239 -0.249803 -0.174097
1920:1:16:0 -0.0520704 -0.247478 0.195407
1920:2:16:0 -0.102228 -0.335061 0.232834
1920:3:16:0 0.000539606 -0.302384 0.302924
1920:4:16:0 -0.0743544 -0.328354 0.254
1920:5:16:0 0.0918493 -0.393122 0.484971
1920:6:16:0 -0.239416 -0.389614 0.150198
1920:7:16:0 -0.605585 -0.337284 -0.268301
1920:8:16:0 -0.266911 0.0224268 -0.289338
1920:9:16:0 -0.265331 -0.0481489 -0.217182
1920:10:16:0 -0.359105 -0.293922 -0.0651833
1920:11:16:0 -0.388352 -0.0829825 -0.305369
1920:12:16:0 -0.413833 -0.255259 -0.158575
1921:1:16:0 -0.402518 -0.293196 -0.109322
1921:2:16:0 -0.353392 -0.385293 0.0319007
1921:3:16:0 -0.364907 -0.454858 0.0899516
1921:4:16:0 -0.186044 -0.192322 0.00627817
1921:5:16:0 -0.32367 -0.496788 0.173119
1921:6:16:0 -0.351364 -0.347047 -0.00431764
1921:7:16:0 -0.319349 -0.198103 -0.121247
1921:8:16:0 -0.601717 0.0308983 -0.632615
1921:9:16:0 -0.401603 -0.247892 -0.153711
1921:10:16:0 -0.130662 -0.0442352 -0.0864269
1921:11:16:0 -0.35852 -0.152802 -0.205719
1921:12:16:0 -0.1244 0.0305098 -0.15491
1922:1:16:0 -0.298575 -0.105055 -0.19352
1922:2:16:0 -0.146169 -0.127655 -0.018514
1922:3:16:0 -0.177633 -0.420593 0.24296
1922:4:16:0 -0.462017 -0.269815 -0.192202
1922:5:16:0 -0.405733 -0.250605 -0.155129
1922:6:16:0 -0.0991803 -0.231136 0.131956
1922:7:16:0 -0.361363 -0.130154 -0.231209
1922:8:16:0 -0.212103 -0.0998274 -0.112276
1922:9:16:0 -0.408206 -0.281981 -0.126225
1922:10:16:0 -0.221964 -0.0742841 -0.14768
1922:11:16:0 -0.269953 0.000912037 -0.270865
1922:12:16:0 -0.460619 -0.386341 -0.0742783
1923:1:16:0 -0.447511 -0.427245 -0.0202668
1923:2:16:0 -0.495201 -0.271722 -0.223478
1923:3:16:0 -0.319491 -0.204891 -0.114601
1923:4:16:0 -0.192394 -0.145539 -0.0468549
1923:5:16:0 -0.170549 -0.0769522 -0.0935966
1923:6:16:0 -0.163155 -0.273563 0.110408
1923:7:16:0 -0.338283 -0.248525 -0.0897578
1923:8:16:0 -0.24473 -0.535326 0.290596
1923:9:16:0 -0.155181 -0.779216 0.624035
1923:10:16:0 0.086558 -0.556038 0.642596
1923:11:16:0 0.238571 -0.466762 0.705334
1923:12:16:0 -0.0995277 -0.119574 0.0200462
1924:1:16:0 -0.130683 0.124128 -0.254812
1924:2:16:0 -0.0936216 0.319071 -0.412693
1924:3:16:0 -0.0257228 0.232682 -0.258405
1924:4:16:0 -0.0111143 0.0546518 -0.0657661
1924:5:16:0 -0.252773 -0.0656963 -0.187077
1924:6:16:0 -0.181806 0.0399158 -0.221721
1924:7:16:0 -0.15636 -0.0747633 -0.0815969
1924:8:16:0 -0.271661 -0.143971 -0.12769
1924:9:16:0 -0.215961 0.0480482 -0.264009
1924:10:16:0 -0.153251 -0.334641 0.181389
1924:11:16:0 -0.474235 -0.347855 -0.12638
1924:12:16:0 -0.400368 -0.265547 -0.134821
1925:1:16:0 -0.566508 -0.435566 -0.130941
1925:2:16:0 -0.500076 -0.652843 0.152768
1925:3:16:0 -0.330089 -0.489554 0.159466
1925:4:16:0 -0.090584 -0.764729 0.674145
1925:5:16:0 -0.235682 -0.40814 0.172458
1925:6:16:0 -0.21881 -0.512249 0.293439
1925:7:16:0 -0.0983843 -0.231429 0.133044
1925:8:16:0 -0.153348 -0.411938 0.25859
1925:9:16:0 0.123934 -0.634413 0.758347
1925:10:16:0 0.0486771 -0.42423 0.472907
1925:11:16:0 0.164624 -0.21124 0.375864
1925:12:16:0 -0.0297905 -0.106444 0.0766536
1926:1:16:0 0.0803369 -0.098108 0.178445
1926:2:16:0 -0.124546 0.053741 -0.178287
1926:3:16:0 0.133828 0.00895214 0.124875
1926:4:16:0 -0.0178152 0.0368251 -0.0546403
1926:5:16:0 0.0707886 -0.0651968 0.135985
1926:6:16:0 0.116624 -0.234299 0.350923
1926:7:16:0 0.197704 0.121905 0.0757989
1926:8:16:0 0.0566909 -0.227336 0.284027
1926:9:16:0 -0.0681726 -0.0536839 -0.0144887
1926:10:16:0 0.115772 -0.143786 0.259558
1926:11:16:0 -0.245544 -0.0221606 -0.223384
1926:12:16:0 -0.240989 -0.0532228 -0.187766
1927:1:16:0 -0.331928 -0.314376 -0.0175517
1927:2:16:0 0.17343 -0.0474741 0.220904
1927:3:16:0 -0.266536 -0.235347 -0.0311893
1927:4:16:0 -0.341812 -0.139998 -0.201815
1927:5:16:0 -0.354453 -0.322829 -0.0316238
1927:6:16:0 -0.236064 -0.283817 0.047753
1927:7:16:0 -0.208635 0.051057 -0.259692
1927:8:16:0 -0.357674 -0.0490882 -0.308586
1927:9:16:0 -0.27888 -0.0102893 -0.26859
1927:10:16:0 -0.228252 -0.00912436 -0.219128
1927:11:16:0 -0.206058 -0.192889 -0.0131692
1927:12:16:0 -0.247725 -0.101857 -0.145868
1928:1:16:0 -0.0506649 0.136955 -0.18762
1928:2:16:0 -0.00115683 0.176298 -0.177455
1928:3:16:0 -0.131644 -0.0162047 -0.115439
1928:4:16:0 -0.348039 -0.236474 -0.111565
1928:5:16:0 -0.201377 -0.146653 -0.0547237
1928:6:16:0 -0.211634 0.0442701 -0.255905
1928:7:16:0 -0.341512 -0.0116613 -0.32985
1928:8:16:0 -0.317554 0.262905 -0.580459
1928:9:16:0 -0.188024 0.297308 -0.485332
1928:10:16:0 -0.306596 0.0297255 -0.336322
1928:11:16:0 0.0302871 -0.041447 0.0717341
1928:12:16:0 -0.139172 -0.00148954 -0.137682
1929:1:16:0 -0.231308 -0.136228 -0.0950801
1929:2:16:0 -0.365779 -0.193481 -0.172298
1929:3:16:0 -0.290017 -0.221262 -0.0687546
1929:4:16:0 -0.0974281 -0.0753986 -0.0220295
1929:5:16:0 -0.422877 -0.282437 -0.14044
1929:6:16:0 -0.36265 -0.326206 -0.0364446
1929:7:16:0 -0.429609 -0.346509 -0.0830995
1929:8:16:0 -0.398274 -0.209725 -0.188548
1929:9:16:0 -0.144271 -0.221167 0.0768964
1929:10:16:0 -0.132192 -0.155974 0.0237824
1929:11:16:0 -0.118385 -0.107323 -0.0110624
1929:12:16:0 0.156379 -0.0443076 0.200687
1930:1:16:0 -0.142501 0.0967463 -0.239247
1930:2:16:0 -0.213491 0.118869 -0.33236
1930:3:16:0 -0.0327796 0.115395 -0.148174
1930:4:16:0 0.121242 0.174191 -0.052949
1930:5:16:0 -0.280664 -0.052149 -0.228515
1930:6:16:0 -0.25678 -0.3195 0.0627205
1930:7:16:0 -0.278736 -0.18228 -0.0964553
1930:8:16:0 -0.183724 -0.145986 -0.0377379
1930:9:16:0 -0.283238 0.131984 -0.415222
1930:10:16:0 -0.0179565 0.0227919 -0.0407484
1930:11:16:0 0.262453 -0.113885 0.376338
1930:12:16:0 0.0828341 -0.0314359 0.11427
1931:1:16:0 0.303628 0.175014 0.128615
1931:2:16:0 0.408235 0.555643 -0.147408
1931:3:16:0 0.164445 0.547899 -0.383454
1931:4:16:0 0.14688 0.471958 -0.325078
1931:5:16:0 0.283904 0.320573 -0.0366685
1931:6:16:0 0.251978 0.324097 -0.0721188
1931:7:16:0 0.261679 0.355249 -0.0935691
1931:8:16:0 -0.0195241 0.181461 -0.200986
1931:9:16:0 -0.266919 0.346737 -0.613657
1931:10:16:0 -0.12268 0.0866914 -0.209371
1931:11:16:0 0.121915 0.038425 0.0834898
1931:12:16:0 -0.404975 0.170515 -0.575491
1932:1:16:0 -0.272659 -0.0322822 -0.240377
1932:2:16:0 -0.452536 -0.0613587 -0.391177
1932:3:16:0 -0.21994 0.0362353 -0.256176
1932:4:16:0 -0.176459 -0.25049 0.0740312
1932:5:16:0 -0.128696 0.021716 -0.150412
1932:6:16:0 -0.193623 -0.0223318 -0.171292
1932:7:16:0 -0.0967035 -0.168498 0.0717942
1932:8:16:0 -0.108687 0.0762879 -0.184975
1932:9:16:0 -0.205473 -0.185459 -0.0200138
1932:10:16:0 -0.267155 0.074676 -0.341831
1932:11:16:0 -0.23851 -0.194349 -0.0441613
1932:12:16:0 -0.167752 -0.362685 0.194933
1933:1:16:0 0.0558233 0.0632867 -0.00746342
1933:2:16:0 0.00254121 -0.0909837 0.0935249
1933:3:16:0 -0.0905395 -0.29274 0.2022
1933:4:16:0 -0.0281581 -0.40039 0.372232
1933:5:16:0 -0.0850116 0.0411474 -0.126159
1933:6:16:0 -0.159252 -0.064027 -0.0952253
1933:7:16:0 -0.0883152 0.0569876 -0.145303
1933:8:16:0 -0.199242 0.118013 -0.317256
1933:9:16:0 -0.569895 0.589093 -1.15899
1933:10:16:0 -0.439493 0.158323 -0.597815
1933:11:16:0 -0.402053 -0.0705305 -0.331523
1933:12:16:0 -0.356172 -0.120027 -0.236144
1934:1:16:0 -0.677373 -0.26136 -0.416013
1934:2:16:0 -0.688564 -0.613572 -0.0749926
1934:3:16:0 -0.697953 -0.693312 -0.00464052
1934:4:16:0 -0.399916 -0.46395 0.0640336
1934:5:16:0 -0.512823 -0.52718 0.0143577
1934:6:16:0 -0.134943 -0.323245 0.188302
1934:7:16:0 -0.195985 -0.193623 -0.00236215
1934:8:16:0 -0.0140865 -0.29831 0.284223
1934:9:16:0 -0.111215 -0.00361252 -0.107602
1934:10:16:0 -0.189956 -0.248988 0.0590326
1934:11:16:0 -0.0468415 -0.165031 0.118189
1934:12:16:0 0.109146 0.0410149 0.0681311
1935:1:16:0 -0.0184203 -0.20023 0.181809
1935:2:16:0 0.145629 0.00787847 0.13775
1935:3:16:0 -0.137603 -0.418199 0.280597
1935:4:16:0 -0.0193252 0.0116453 -0.0309705
1935:5:16:0 -0.0645561 -0.339279 0.274723
1935:6:16:0 -0.0506816 -0.342876 0.292195
1935:7:16:0 -0.182881 -0.53896 0.356079
1935:8:16:0 -0.162446 -0.433903 0.271456
1935:9:16:0 -0.161954 -0.294814 0.13286
1935:10:16:0 -0.194004 -0.262065 0.0680617
1935:11:16:0 -0.00386839 -0.377127 0.373258
1935:12:16:0 0.0185343 -0.22065 0.239185
1936:1:16:0 0.105077 -0.150526 0.255603
1936:2:16:0 0.0313992 0.238459 -0.20706
1936:3:16:0 0.00378532 0.0560343 -0.0522489
1936:4:16:0 -0.0246951 -0.150789 0.126094
1936:5:16:0 -0.15552 -0.179053 0.0235326
1936:6:16:0 0.00676662 -0.260692 0.267459
1936:7:16:0 0.0314306 -0.218532 0.249963
1936:8:16:0 0.0912719 0.226956 -0.135684
1936:9:16:0 0.244308 0.300334 -0.0560261
1936:10:16:0 -0.100793 0.204796 -0.305589
1936:11:16:0 0.0861948 -0.122764 0.208959
1936:12:16:0 0.157087 0.252563 -0.0954764
1937:1:16:0 0.044977 -0.0244555 0.0694324
1937:2:16:0 0.304384 0.356866 -0.0524819
1937:3:16:0 0.119617 0.22318 -0.103563
1937:4:16:0 -0.0106472 0.209628 -0.220275
1937:5:16:0 0.0947539 -0.162805 0.257559
1937:6:16:0 0.0496534 0.14626 -0.0966067
1937:7:16:0 -0.0595611 0.178937 -0.238498
1937:8:16:0 0.0511577 0.0119079 0.0392498
1937:9:16:0 0.252613 -0.0511729 0.303786
1937:10:16:0 0.115649 0.0459343 0.0697146
1937:11:16:0 0.237053 0.0909665 0.146086
1937:12:16:0 -0.0798234 -0.167882 0.0880581
1938:1:16:0 0.1123 0.00788373 0.104416
1938:2:16:0 0.0754781 0.121322 -0.0458437
1938:3:16:0 0.166454 0.00116607 0.165288
1938:4:16:0 -0.0862534 0.0703554 -0.156609
1938:5:16:0 0.136453 -0.096192 0.232645
1938:6:16:0 0.0627273 0.252285 -0.189558
1938:7:16:0 -0.0737054 0.231817 -0.305522
1938:8:16:0 0.0479406 -0.102976 0.150917
1938:9:16:0 -0.0243586 0.0417869 -0.0661455
1938:10:16:0 -0.0881582 0.134956 -0.223114
1938:11:16:0 -0.249541 0.185783 -0.435324
1938:12:16:0 -0.207165 0.100683 -0.307848
1939:1:16:0 -0.2744 -0.334522 0.0601223
1939:2:16:0 -0.00463043 -0.391749 0.387118
1939:3:16:0 -0.21443 -0.396355 0.181925
1939:4:16:0 -0.231274 -0.158273 -0.0730013
1939:5:16:0 -0.304339 -0.18716 -0.117179
1939:6:16:0 -0.104706 -0.139233 0.0345275
1939:7:16:0 -0.0830058 0.0044911 -0.0874969
1939:8:16:0 -0.210846 -0.0537482 -0.157098
1939:9:16:0 -0.144818 -0.24369 0.0988713
1939:10:16:0 -0.14833 -0.33388 0.18555
1939:11:16:0 0.111742 0.161297 -0.0495554
1939:12:16:0 0.0659481 -0.0588345 0.124783
1940:1:16:0 0.0716888 -0.195252 0.26694
1940:2:16:0 -0.0664865 -0.0287259 -0.0377606
1940:3:16:0 -0.0599017 0.242895 -0.302797
1940:4:16:0 -0.178847 0.10985 -0.288697
1940:5:16:0 -0.166938 0.0743698 -0.241308
1940:6:16:0 0.0767967 -0.100734 0.17753
1940:7:16:0 0.11778 0.176242 -0.0584614
1940:8:16:0 -0.132212 -0.178408 0.0461966
1940:9:16:0 0.0543229 0.0514487 0.00287424
1940:10:16:0 0.168118 0.252735 -0.0846167
1940:11:16:0 0.245803 0.321701 -0.0758982
1940:12:16:0 0.220647 0.310868 -0.0902209
1941:1:16:0 0.289065 0.472562 -0.183497
1941:2:16:0 0.229312 0.666912 -0.437601
1941:3:16:0 0.34948 0.444683 -0.0952024
1941:4:16:0 0.402597 0.483147 -0.0805501
1941:5:16:0 0.234526 0.28547 -0.0509437
1941:6:16:0 0.252375 0.416065 -0.16369
1941:7:16:0 0.408149 0.522533 -0.114384
1941:8:16:0 0.393301 0.514585 -0.121284
1941:9:16:0 0.231072 0.175981 0.0550906
1941:10:16:0 0.358519 0.173511 0.185008
1941:11:16:0 0.641819 0.109487 0.532332
1941:12:16:0 0.528433 0.487321 0.0411118
1942:1:16:0 0.238195 0.243983 -0.00578733
1942:2:16:0 0.0779734 0.188752 -0.110779
1942:3:16:0 0.326082 0.405171 -0.0790885
1942:4:16:0 0.0694827 0.283911 -0.214428
1942:5:16:0 -0.0261027 0.354784 -0.380886
1942:6:16:0 -0.211985 0.51224 -0.724225
1942:7:16:0 -0.27226 0.107451 -0.379711
1942:8:16:0 -0.162973 0.627602 -0.790575
1942:9:16:0 -0.162936 0.385494 -0.54843
1942:10:16:0 -0.250733 -0.049703 -0.20103
1942:11:16:0 -0.274345 0.0504644 -0.32481
1942:12:16:0 -0.378997 -0.0586611 -0.320336
1943:1:16:0 -0.456486 -0.16245 -0.294036
1943:2:16:0 -0.256541 -0.199414 -0.057127
1943:3:16:0 -0.348927 -0.221625 -0.127303
1943:4:16:0 -0.303048 -0.284734 -0.0183142
1943:5:16:0 -0.0229226 -0.0578761 0.0349535
1943:6:16:0 -0.036575 -0.40154 0.364965
1943:7:16:0 0.00239213 -0.408764 0.411156
1943:8:16:0 0.0481772 -0.287866 0.336043
1943:9:16:0 0.00427651 0.259413 -0.255137
1943:10:16:0 -0.0138792 0.135334 -0.149213
1943:11:16:0 0.107612 0.223903 -0.116291
1943:12:16:0 -0.0363827 0.120217 -0.156599
1944:1:16:0 0.0437576 0.0121623 0.0315953
1944:2:16:0 0.0576571 -0.364839 0.422496
1944:3:16:0 0.0094795 0.0210031 -0.0115236
1944:4:16:0 -0.104789 -0.0643025 -0.0404867
1944:5:16:0 0.164709 -0.334403 0.499112
1944:6:16:0 0.124811 0.0296011 0.0952097
1944:7:16:0 0.259108 -0.106523 0.365631
1944:8:16:0 0.210921 -0.135298 0.346219
1944:9:16:0 0.388486 -0.000164395 0.38865
1944:10:16:0 -0.0452265 0.167511 -0.212738
1944:11:16:0 0.0566504 0.0364757 0.0201747
1944:12:16:0 0.493439 0.0935229 0.399916
1945:1:16:0 0.441824 0.390591 0.0512331
1945:2:16:0 0.556931 0.282649 0.274282
1945:3:16:0 0.0168606 -0.354768 0.371629
1945:4:16:0 -0.310717 -0.189604 -0.121113
1945:5:16:0 -0.397805 -0.0541143 -0.343691
1945:6:16:0 -0.207585 0.139509 -0.347095
1945:7:16:0 0.206775 0.41502 -0.208245
1945:8:16:0 0.0736396 0.422943 -0.349304
1945:9:16:0 -0.176019 0.025393 -0.201412
1945:10:16:0 -0.19201 -0.0609039 -0.131106
1945:11:16:0 -0.144041 -0.0863317 -0.0577096
1945:12:16:0 0.0311077 0.132168 -0.10106
1946:1:16:0 -0.0227657 -0.275396 0.25263
1946:2:16:0 0.0347827 -0.135831 0.170614
1946:3:16:0 -0.0436928 0.0110576 -0.0547504
1946:4:16:0 -0.0357307 0.317262 -0.352993
1946:5:16:0 0.0945603 -0.412765 0.507325
1946:6:16:0 -0.235869 -0.127498 -0.108372
1946:7:16:0 -0.170485 -0.327304 0.156819
1946:8:16:0 -0.138541 -0.596828 0.458287
1946:9:16:0 -0.129117 -0.453188 0.324071
1946:10:16:0 0.041938 -0.170701 0.212639
1946:11:16:0 -0.142553 -0.389295 0.246742
1946:12:16:0 -0.357268 -0.341157 -0.016111
1947:1:16:0 -0.0857108 0.0192691 -0.10498
1947:2:16:0 -0.115036 -0.331185 0.216149
1947:3:16:0 -0.149696 -0.319358 0.169661
1947:4:16:0 -0.502591 -0.517391 0.0148003
1947:5:16:0 -0.107831 -0.429102 0.321271
1947:6:16:0 -0.132525 -0.282693 0.150168
1947:7:16:0 -0.433184 -0.126018 -0.307166
1947:8:16:0 -0.296908 0.0511985 -0.348106
1947:9:16:0 -0.529684 0.0362666 -0.56595
1947:10:16:0 -0.629885 -0.205434 -0.424452
1947:11:16:0 -0.434648 -0.397687 -0.0369608
1947:12:16:0 -0.538115 -0.507848 -0.0302673
1948:1:16:0 -0.468792 -0.35746 -0.111332
1948:2:16:0 -0.233085 -0.261751 0.0286663
1948:3:16:0 -0.0236421 -0.216741 0.193099
1948:4:16:0 -0.115403 -0.213215 0.0978119
1948:5:16:0 -0.187582 -0.322612 0.13503
1948:6:16:0 -0.0301018 -0.295506 0.265404
1948:7:16:0 -0.089992 -0.143298 0.0533062
1948:8:16:0 -0.163696 -0.017211 -0.146485
1948:9:16:0 -0.422178 -0.168885 -0.253293
1948:10:16:0 -0.105226 -0.198109 0.0928823
1948:11:16:0 -0.348501 -0.243214 -0.105287
1948:12:16:0 -0.128655 0.148137 -0.276793
1949:1:16:0 -0.218192 -0.426861 0.208669
1949:2:16:0 -0.131841 -0.487943 0.356102
1949:3:16:0 -0.277274 -0.328284 0.0510101
1949:4:16:0 -0.179587 -0.54263 0.363043
1949:5:16:0 -0.287314 -0.41758 0.130266
1949:6:16:0 -0.189327 -0.394491 0.205164
1949:7:16:0 -0.00264436 -0.302047 0.299402
1949:8:16:0 -0.152108 -0.462478 0.31037
1949:9:16:0 -0.0557244 -0.353794 0.298069
1949:10:16:0 -0.074617 -0.331171 0.256554
1949:11:16:0 -0.196716 -0.0817537 -0.114963
1949:12:16:0 -0.259344 -0.162051 -0.0972932
1950:1:16:0 -0.192828 -0.33634 0.143511
1950:2:16:0 -0.40953 -0.0469464 -0.362584
1950:3:16:0 -0.310527 0.210726 -0.521253
1950:4:16:0 -0.441707 -0.169056 -0.272651
1950:5:16:0 -0.297082 -0.207671 -0.0894107
1950:6:16:0 -0.381674 -0.0970651 -0.284609
1950:7:16:0 -0.320961 -0.286278 -0.0346836
1950:8:16:0 -0.369758 -0.450635 0.0808763
1950:9:16:0 -0.430177 -0.193291 -0.236886
1950:10:16:0 -0.336472 -0.133432 -0.203041
1950:11:16:0 -0.429977 -0.482131 0.0521543
1950:12:16:0 -0.392878 -0.595039 0.202161
1951:1:16:0 -0.375991 -0.822487 0.446496
1951:2:16:0 -0.336368 -0.734481 0.398112
1951:3:16:0 -0.181093 -0.603902 0.422809
1951:4:16:0 -0.540621 -0.232607 -0.308014
1951:5:16:0 -0.291378 -0.366955 0.0755775
1951:6:16:0 -0.06872 -0.0983764 0.0296564
1951:7:16:0 -0.0990718 -0.19484 0.0957685
1951:8:16:0 0.0433917 -0.376068 0.419459
1951:9:16:0 0.248421 -0.134478 0.382899
1951:10:16:0 0.139474 -0.0701816 0.209656
1951:11:16:0 0.191052 -0.195524 0.386576
1951:12:16:0 0.193228 0.0398696 0.153359
1952:1:16:0 0.00800624 -0.108045 0.116052
1952:2:16:0 0.121749 -0.140568 0.262317
1952:3:16:0 0.0512934 -0.235843 0.287136
1952:4:16:0 0.0976796 -0.171429 0.269108
1952:5:16:0 -0.00362061 -0.0750814 0.0714608
1952:6:16:0 0.055474 -0.173357 0.228831
1952:7:16:0 -0.170947 -0.0591709 -0.111776
1952:8:16:0 -0.223839 -0.0671858 -0.156653
1952:9:16:0 -0.183252 0.0238984 -0.207151
1952:10:16:0 -0.276283 -0.119538 -0.156745
1952:11:16:0 -0.128894 -0.236633 0.10774
1952:12:16:0 -0.0242192 -0.229184 0.204964
1953:1:16:0 0.0738302 -0.416996 0.490826
1953:2:16:0 -0.00490068 -0.46795 0.46305
1953:3:16:0 0.15756 -0.192221 0.349781
1953:4:16:0 0.0516963 -0.0936372 0.145333
1953:5:16:0 0.216988 -0.313141 0.530129
1953:6:16:0 0.0873312 -0.0037831 0.0911143
1953:7:16:0 -0.123103 -0.253998 0.130895
1953:8:16:0 -0.233102 -0.299203 0.0661011
1953:9:16:0 -0.196588 -0.346721 0.150134
1953:10:16:0 -0.08615 -0.158987 0.0728366
1953:11:16:0 0.131071 -0.00140967 0.132481
1953:12:16:0 0.307131 0.196841 0.11029
1954:1:16:0 -0.021485 0.136381 -0.157866
1954:2:16:0 0.0212336 0.110145 -0.0889118
1954:3:16:0 -0.0300795 -0.0398907 0.00981114
1954:4:16:0 0.0119691 -0.16999 0.181959
1954:5:16:0 -0.126847 0.203667 -0.330514
1954:6:16:0 -0.255303 0.0389677 -0.294271
1954:7:16:0 -0.638991 -0.106121 -0.53287
1954:8:16:0 -0.516117 -0.192357 -0.32376
1954:9:16:0 -0.532432 -0.208511 -0.32392
1954:10:16:0 -0.68042 -0.233704 -0.446716
1954:11:16:0 -0.40193 -0.228517 -0.173413
1954:12:16:0 -0.393487 -0.568833 0.175346
1955:1:16:0 -0.0554072 -0.188554 0.133147
1955:2:16:0 -0.37255 -0.408552 0.0360024
1955:3:16:0 -0.243467 -0.431845 0.188377
1955:4:16:0 -0.268111 -0.427636 0.159525
1955:5:16:0 -0.44343 0.0241644 -0.467595
1955:6:16:0 -0.529292 -0.358857 -0.170435
1955:7:16:0 -0.38603 -0.261975 -0.124055
1955:8:16:0 -0.193182 -0.0695073 -0.123675
1955:9:16:0 -0.214432 0.127996 -0.342428
1955:10:16:0 -0.383723 -0.0466278 -0.337096
1955:11:16:0 -0.279923 -0.287586 0.0076631
1955:12:16:0 -0.208737 -0.14517 -0.0635673
1956:1:16:0 -0.174579 -0.262521 0.0879418
1956:2:16:0 -0.273522 -0.438532 0.165009
1956:3:16:0 -0.177814 -0.34879 0.170976
1956:4:16:0 -0.171511 -0.0751656 -0.096345
1956:5:16:0 -0.456802 -0.111416 -0.345386
