Time,NINO4
Dec 2009,1.288903
Jan 2010,1.298707
Feb 2010,0.9174642
Mar 2010,0.790502
Apr 2010,0.6770814
May 2010,0.2440606
Jun 2010,-0.08246101
Jul 2010,-0.4586292
Aug 2010,-0.7458569
Sep 2010,-0.9208399
Oct 2010,-1.17799
Nov 2010,-1.256168
Dec 2010,-1.383869
Jan 2011,-1.497997
Feb 2011,-1.368602
Mar 2011,-0.9852504
Apr 2011,-0.7459825
May 2011,-0.569465
Jun 2011,-0.3660055
Jul 2011,-0.3076842
Aug 2011,-0.3018989
Sep 2011,-0.3271174
Oct 2011,-0.4818521
Nov 2011,-0.5866004
Dec 2011,-0.8346053
Jan 2012,-0.9384843
Feb 2012,-0.8488976
Mar 2012,-0.6740242
Apr 2012,-0.3379443
May 2012,-0.2589558
Jun 2012,-0.05814503
Jul 2012,0.1487857
Aug 2012,0.6353232
Sep 2012,0.7232994
Oct 2012,0.6503451
Nov 2012,0.5548812
Dec 2012,0.3346247
Jan 2013,0.1302756
Feb 2013,-0.08869147
Mar 2013,-0.2119117
Apr 2013,0.01146341
May 2013,-0.08278079
Jun 2013,0.0917187
